date,OT
7/1/2016 0:00,30.53100014
7/1/2016 1:00,27.78700065612793
7/1/2016 2:00,27.78700065612793
7/1/2016 3:00,25.04400062561035
7/1/2016 4:00,21.947999954223643
7/1/2016 5:00,21.17399978637696
7/1/2016 6:00,22.79199981689453
7/1/2016 7:00,23.143999099731445
7/1/2016 8:00,21.66699981689453
7/1/2016 9:00,17.445999145507812
7/1/2016 10:00,19.97900009155273
7/1/2016 11:00,20.11899948120117
7/1/2016 12:00,19.20499992370605
7/1/2016 13:00,18.57200050354004
7/1/2016 14:00,19.55599975585937
7/1/2016 15:00,17.305000305175778
7/1/2016 16:00,19.48600006103516
7/1/2016 17:00,19.13400077819824
7/1/2016 18:00,20.68199920654297
7/1/2016 19:00,18.71199989318848
7/1/2016 20:00,17.868000030517578
7/1/2016 21:00,18.009000778198242
7/1/2016 22:00,18.009000778198242
7/1/2016 23:00,19.76799964904785
7/2/2016 0:00,21.10400009155273
7/2/2016 1:00,19.69700050354004
7/2/2016 2:00,20.04899978637696
7/2/2016 3:00,20.75200080871582
7/2/2016 4:00,21.38500022888184
7/2/2016 5:00,22.229999542236328
7/2/2016 6:00,20.26000022888184
7/2/2016 7:00,21.10400009155273
7/2/2016 8:00,20.61199951171875
7/2/2016 9:00,18.36100006103516
7/2/2016 10:00,20.96299934387207
7/2/2016 11:00,19.41600036621093
7/2/2016 12:00,20.82299995422364
7/2/2016 13:00,20.190000534057614
7/2/2016 14:00,21.315000534057614
7/2/2016 15:00,22.018999099731445
7/2/2016 16:00,20.68199920654297
7/2/2016 17:00,25.465999603271484
7/2/2016 18:00,25.88800048828125
7/2/2016 19:00,27.85700035095215
7/2/2016 20:00,27.295000076293945
7/2/2016 21:00,22.229999542236328
7/2/2016 22:00,21.947999954223643
7/2/2016 23:00,27.295000076293945
7/3/2016 0:00,29.334999084472656
7/3/2016 1:00,26.02799987792969
7/3/2016 2:00,24.34000015258789
7/3/2016 3:00,26.45000076293945
7/3/2016 4:00,25.95800018310547
7/3/2016 5:00,24.05900001525879
7/3/2016 6:00,25.32500076293945
7/3/2016 7:00,23.636999130249023
7/3/2016 8:00,26.37999916
7/3/2016 9:00,27.364999771118164
7/3/2016 10:00,28.06800079345703
7/3/2016 11:00,29.47500038146973
7/3/2016 12:00,26.80200004577637
7/3/2016 13:00,29.968000411987305
7/3/2016 14:00,30.38999938964844
7/3/2016 15:00,31.16399955749512
7/3/2016 16:00,29.756999969482425
7/3/2016 17:00,32.28900146484375
7/3/2016 18:00,31.93799973
7/3/2016 19:00,28.56100082397461
7/3/2016 20:00,21.525999069213867
7/3/2016 21:00,22.229999542236328
7/3/2016 22:00,19.41600036621093
7/3/2016 23:00,18.57200050354004
7/4/2016 0:00,21.66699981689453
7/4/2016 1:00,25.535999298095703
7/4/2016 2:00,27.85700035095215
7/4/2016 3:00,27.92799949645996
7/4/2016 4:00,24.62100028991699
7/4/2016 5:00,23.847999572753903
7/4/2016 6:00,23.07399940490723
7/4/2016 7:00,22.51099967956543
7/4/2016 8:00,21.66699981689453
7/4/2016 9:00,25.395000457763672
7/4/2016 10:00,25.18400001525879
7/4/2016 11:00,29.54599952697754
7/4/2016 12:00,29.47500038146973
7/4/2016 13:00,29.263999938964844
7/4/2016 14:00,30.952999114990234
7/4/2016 15:00,31.72599983215332
7/4/2016 16:00,33.132999420166016
7/4/2016 17:00,28.982999801635746
7/4/2016 18:00,28.982999801635746
7/4/2016 19:00,31.72599983215332
7/4/2016 20:00,25.18400001525879
