order_date_only,Market,Days for shipping (real),Late_delivery_risk,Order Item Product Price,Order Item Discount Rate,Order Item Profit Ratio,Order Profit Per Order,Order Item Quantity,Sales,Order Item Total,customer_segment_consumer_pct,customer_segment_corporate_pct,customer_segment_home_office_pct,category_diversity_index,price_volatility,order_count,day_of_week,day_of_month,month,is_weekend,days_since_start,Market_encoded,order_count_original,month_sin,month_cos,day_of_week_sin,day_of_week_cos,day_of_month_sin,day_of_month_cos,is_month_end,is_quarter_end,week_of_year,week_of_year_sin,week_of_year_cos,europe_vs_latam_ratio,usca_vs_europe_ratio,europe_market_share,latam_market_share,usca_market_share,total_orders,market_volatility,europe_7d_volatility,latam_7d_volatility,usca_7d_volatility,europe_7d_trend,latam_7d_trend,usca_7d_trend,europe_momentum,latam_momentum,usca_momentum
2017-05-22,Europe,3.727272727272727,0.6115702479338843,128.07000324504958,0.1045454552561983,0.1428925634049586,24.44173533543802,255,22606.92041074,167.20066245636363,0.4958677685950413,0.3801652892561983,0.1239669421487603,0.8875076839013729,0.1,0.7884985377431503,0,22,5,0,0,0,182,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.9680771188662041,-0.2506525322587213,0,0,21,0.5680647467311558,-0.8229838658936564,1.1097560907941701,1.0054944999698106,0.3440453686200378,0.31001890359168244,0.34593572778827975,529,33.23401871576773,1.4142135623730951,1.4142135623730951,33.23401871576773,0.0,0.0,0.0,1.0,1.0,1.0
2017-05-22,LATAM,3.3963414634146343,0.4695121951219512,136.3907351881707,0.1114024395731707,0.1046951230792682,18.309634063682925,351,32234.44059598,176.385367742561,0.5975609756097561,0.1951219512195122,0.2073170731707317,0.8940362879238548,0.1,-0.4930907994526937,0,22,5,0,0,1,164,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.9680771188662041,-0.2506525322587213,0,0,21,0.5680647467311558,-0.8229838658936564,1.1097560907941701,1.0054944999698106,0.3440453686200378,0.31001890359168244,0.34593572778827975,529,33.23401871576773,1.4142135623730951,1.4142135623730951,33.23401871576773,0.0,0.0,0.0,1.0,1.0,1.0
2017-05-22,USCA,3.0327868852459017,0.4808743169398907,124.60552201289616,0.0983060113825136,0.1442622953715847,21.100054694885245,410,35530.63063844,174.6120236627869,0.5355191256830601,0.2896174863387978,0.174863387978142,0.8929499238555944,0.1,0.8596979453651417,0,22,5,0,0,2,183,0.49999999999999994,-0.8660254037844387,0.0,1.0,-0.9680771188662041,-0.2506525322587213,0,0,21,0.5680647467311558,-0.8229838658936564,1.1097560907941701,1.0054944999698106,0.3440453686200378,0.31001890359168244,0.34593572778827975,529,33.23401871576773,1.4142135623730951,1.4142135623730951,33.23401871576773,0.0,0.0,0.0,1.0,1.0,1.0
2017-05-23,Europe,3.739130434782609,0.5434782608695652,131.51576405336957,0.0929891308532608,0.147608694875,24.57418510384239,412,37639.59066086,186.06538237538044,0.5489130434782609,0.3206521739130434,0.1304347826086956,0.8972707939508506,0.1,0.9308973529871329,1,23,5,0,1,0,184,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.9987165071710528,-0.05064916883871355,0,0,21,0.5680647467311558,-0.8229838658936564,1.1358024621246763,0.7391304307655955,0.3817427385892116,0.3360995850622407,0.2821576763485477,482,33.23401871576773,1.4142135623730951,1.4142135623730951,33.23401871576773,1.9999999999999887,-2.000000000000017,-47.000000000000014,1.005464480874317,0.9938650306748467,0.8526645768025078
2017-05-23,LATAM,3.561728395061728,0.5802469135802469,124.6248177925926,0.0932098769814814,0.1377160503888888,25.668456905648146,377,33127.36061323,185.3738906448148,0.6851851851851852,0.1604938271604938,0.1543209876543209,0.8907940862673374,0.1,-0.6354896146966764,1,23,5,0,1,1,162,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.9987165071710528,-0.05064916883871355,0,0,21,0.5680647467311558,-0.8229838658936564,1.1358024621246763,0.7391304307655955,0.3817427385892116,0.3360995850622407,0.2821576763485477,482,33.23401871576773,1.4142135623730951,1.4142135623730951,33.23401871576773,1.9999999999999887,-2.000000000000017,-47.000000000000014,1.005464480874317,0.9938650306748467,0.8526645768025078
2017-05-23,USCA,3.25,0.5514705882352942,128.75360628111028,0.1030147063308823,0.1005147054117647,23.330882355522057,321,27218.88051444,179.8447076589706,0.4044117647058823,0.4338235294117647,0.1617647058823529,0.9034385813148788,0.1,-2.486674212868451,1,23,5,0,1,2,136,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,-0.9987165071710528,-0.05064916883871355,0,0,21,0.5680647467311558,-0.8229838658936564,1.1358024621246763,0.7391304307655955,0.3817427385892116,0.3360995850622407,0.2821576763485477,482,33.23401871576773,1.4142135623730951,1.4142135623730951,33.23401871576773,1.9999999999999887,-2.000000000000017,-47.000000000000014,1.005464480874317,0.9938650306748467,0.8526645768025078
2017-05-24,Europe,3.3461538461538463,0.5659340659340659,134.73626698868682,0.1033516489230769,0.113406592565934,14.08324185241758,398,36395.0206226,179.38033172302198,0.4835164835164835,0.3681318681318681,0.1483516483516483,0.9039367226180413,0.1,0.7884985377431503,2,24,5,0,2,0,182,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.9884683243281114,0.15142777750457667,0,0,21,0.5680647467311558,-0.8229838658936564,1.0643274791559796,0.8956043906834924,0.35271317829457366,0.3313953488372093,0.31589147286821706,516,24.269322199023193,1.1547005383792495,4.725815626252612,23.58671942711265,2.87585282097304e-14,3.5000000000000315,-9.999999999999995,0.9963503649635037,1.0321931589537223,1.0145228215767637
2017-05-24,LATAM,3.497076023391813,0.6140350877192983,117.8956755063158,0.1070175445087719,0.1236842099824561,21.51959059636842,425,34261.7805941,178.3424577996491,0.4502923976608187,0.4093567251461988,0.1403508771929824,0.8883417119797545,0.1,0.005305053901245635,2,24,5,0,2,1,171,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.9884683243281114,0.15142777750457667,0,0,21,0.5680647467311558,-0.8229838658936564,1.0643274791559796,0.8956043906834924,0.35271317829457366,0.3313953488372093,0.31589147286821706,516,24.269322199023193,1.1547005383792495,4.725815626252612,23.58671942711265,2.87585282097304e-14,3.5000000000000315,-9.999999999999995,0.9963503649635037,1.0321931589537223,1.0145228215767637
2017-05-24,USCA,3.294478527607362,0.4907975460122699,139.17779511006134,0.1089570557177914,0.0846012254478527,23.26950906030675,339,31731.13066711,174.89208826674846,0.50920245398773,0.3435582822085889,0.147239263803681,0.8964582784448041,0.1,-0.564290207074685,2,24,5,0,2,2,163,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,-0.9884683243281114,0.15142777750457667,0,0,21,0.5680647467311558,-0.8229838658936564,1.0643274791559796,0.8956043906834924,0.35271317829457366,0.3313953488372093,0.31589147286821706,516,24.269322199023193,1.1547005383792495,4.725815626252612,23.58671942711265,2.87585282097304e-14,3.5000000000000315,-9.999999999999995,0.9963503649635037,1.0321931589537223,1.0145228215767637
2017-05-25,Europe,3.7625,0.56875,122.88156559800623,0.11250000045,0.0953750010125,18.16012496370625,397,33124.46068399,183.838752708375,0.6125,0.24375,0.14375,0.895546875,0.1,-0.777888429940659,3,25,5,0,3,0,160,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,-0.9377521321470804,0.3473052528448203,0,0,21,0.5680647467311558,-0.8229838658936564,0.9937888137031751,1.0812499932421875,0.32388663967611336,0.3259109311740891,0.35020242914979755,494,21.187653637594387,11.37248140615465,4.509249752822896,20.221688027132323,-6.799999999999987,2.024218506211791e-15,-0.30000000000001537,0.903954802259887,0.9787234042553191,1.0564885496183205
